Name,Sex,Age,Height,Weight,NOC,Games,Sport,Event,Year,Season,City,Medal
Jacob Sgaard Larsen,M,28.0,182.0,73.0,DEN,2016 Summer,Rowing,Rowing Men's Lightweight Coxless Fours,2016,Summer,Rio de Janeiro,Silver
Jacob Bruun Larsen,M,17.0,183.0,74.0,DEN,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Kasper Larsen,M,23.0,190.0,88.0,DEN,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Mads Mensah Larsen,M,24.0,188.0,106.0,DEN,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,Gold
Nicole Broch Larsen,F,23.0,179.0,75.0,DEN,2016 Summer,Golf,Golf Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Niklas Larsen,M,19.0,180.0,74.0,DEN,2016 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",2016,Summer,Rio de Janeiro,Bronze
Jordan Quinn Larson-Burbach,F,29.0,188.0,75.0,USA,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,Bronze
Emma Maud Valborg Larsson,F,17.0,147.0,40.0,SWE,2016 Summer,Gymnastics,Gymnastics Women's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Johanna Larsson,F,27.0,174.0,66.0,SWE,2016 Summer,Tennis,Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Emiliano Lasa Snchez,M,26.0,180.0,75.0,URU,2016 Summer,Athletics,Athletics Men's Long Jump,2016,Summer,Rio de Janeiro,No Medal
James Lassche,M,26.0,191.0,71.0,NZL,2016 Summer,Rowing,Rowing Men's Lightweight Coxless Fours,2016,Summer,Rio de Janeiro,No Medal
Gunta Latieva-udare,F,21.0,178.0,68.0,LAT,2016 Summer,Athletics,Athletics Women's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Maxwell Lattimer,M,23.0,185.0,72.0,CAN,2016 Summer,Rowing,Rowing Men's Lightweight Coxless Fours,2016,Summer,Rio de Janeiro,No Medal
Grace Latz,F,28.0,183.0,80.0,USA,2016 Summer,Rowing,Rowing Women's Quadruple Sculls,2016,Summer,Rio de Janeiro,No Medal
"Yin Yan ""Claudia"" Lau",F,23.0,160.0,56.0,HKG,2016 Summer,Swimming,Swimming Women's 100 metres Backstroke,2016,Summer,Rio de Janeiro,No Medal
Simone Laudehr,F,30.0,175.0,56.0,GER,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Gold
Jonathan Laugel,M,23.0,194.0,100.0,FRA,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Jack David Laugher,M,21.0,166.0,65.0,GBR,2016 Summer,Diving,Diving Men's Springboard,2016,Summer,Rio de Janeiro,Silver
Jenna Laukkanen,F,21.0,182.0,80.0,FIN,2016 Summer,Swimming,Swimming Women's 100 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Anna Rosalie Eleonora Laurell-Nash,F,36.0,184.0,75.0,SWE,2016 Summer,Boxing,Boxing Women's Middleweight,2016,Summer,Rio de Janeiro,No Medal
Germn Lujn Lauro,M,32.0,186.0,127.0,ARG,2016 Summer,Athletics,Athletics Men's Shot Put,2016,Summer,Rio de Janeiro,No Medal
Jacob Barrett Laursen,M,21.0,184.0,75.0,DEN,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Niklas Laustsen,M,23.0,189.0,95.0,DEN,2016 Summer,Cycling,Cycling Men's BMX,2016,Summer,Rio de Janeiro,No Medal
Joffrey Lauvergne,M,24.0,209.0,115.0,FRA,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Tessa Lavey,F,23.0,172.0,68.0,AUS,2016 Summer,Basketball,Basketball Women's Basketball,2016,Summer,Rio de Janeiro,No Medal
Karel Lavick,M,30.0,192.0,80.0,CZE,2016 Summer,Sailing,Sailing Men's Windsurfer,2016,Summer,Rio de Janeiro,No Medal
Renaud Lavillenie,M,29.0,177.0,71.0,FRA,2016 Summer,Athletics,Athletics Men's Pole Vault,2016,Summer,Rio de Janeiro,Silver
Claire Marie Anne Lavogez,F,22.0,173.0,63.0,FRA,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
"Olaseni Abdul-Jelili ""Shane"" Lawal",M,29.0,208.0,102.0,NGR,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Ashley Lawrence,F,21.0,163.0,59.0,CAN,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Bronze
"Brijesh Sharmari ""BJ"" Lawrence",M,26.0,180.0,93.0,SKN,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Shadae Lawrence,F,20.0,173.0,84.0,JAM,2016 Summer,Athletics,Athletics Women's Discus Throw,2016,Summer,Rio de Janeiro,No Medal
Jarrion Lawson,M,22.0,188.0,78.0,USA,2016 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,2016,Summer,Rio de Janeiro,No Medal
Jian-Fang Lay (Hong-),F,43.0,163.0,58.0,AUS,2016 Summer,Table Tennis,Table Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Kirsti Lay (-Giroux),F,28.0,173.0,65.0,CAN,2016 Summer,Cycling,Cycling Women's Team Pursuit,2016,Summer,Rio de Janeiro,Bronze
Ayaal Lazarev,M,30.0,195.0,125.0,KGZ,2016 Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,No Medal
Julieta Constanza Lazcano Colodrero,F,27.0,190.0,74.0,ARG,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Suzana Lazovi,F,24.0,178.0,72.0,MNE,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Le Chien-Ying,F,26.0,165.0,69.0,TPE,2016 Summer,Archery,Archery Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Le Huilin,F,27.0,172.0,62.0,CHN,2016 Summer,Fencing,"Fencing Women's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Kilian Le Blouch,M,26.0,171.0,70.0,FRA,2016 Summer,Judo,Judo Men's Half-Lightweight,2016,Summer,Rio de Janeiro,No Medal
Chad Guy Bertrand le Clos,M,24.0,190.0,83.0,RSA,2016 Summer,Swimming,Swimming Men's 200 metres Freestyle,2016,Summer,Rio de Janeiro,Silver
Pierre Le Coq,M,27.0,186.0,72.0,FRA,2016 Summer,Sailing,Sailing Men's Windsurfer,2016,Summer,Rio de Janeiro,Bronze
Pierre Le Corre,M,26.0,176.0,65.0,FRA,2016 Summer,Triathlon,Triathlon Men's Olympic Distance,2016,Summer,Rio de Janeiro,No Medal
Nicolas Le Goff,M,24.0,206.0,115.0,FRA,2016 Summer,Volleyball,Volleyball Men's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Marie Le Nepvou,F,31.0,181.0,72.0,FRA,2016 Summer,Rowing,Rowing Women's Coxless Pairs,2016,Summer,Rio de Janeiro,No Medal
Erwann Lucien douard Le Pchoux,M,34.0,171.0,65.0,FRA,2016 Summer,Fencing,"Fencing Men's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Jade Le Pesq,F,23.0,163.0,63.0,FRA,2016 Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Kvin Le Roux,M,27.0,209.0,98.0,FRA,2016 Summer,Volleyball,Volleyball Men's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Eugnie Anne Claudine Le Sommer,F,27.0,161.0,58.0,FRA,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
"Robert ""Bobby"" Lea",M,32.0,188.0,77.0,USA,2016 Summer,Cycling,Cycling Men's Omnium,2016,Summer,Rio de Janeiro,No Medal
Antonio Junior Leal Pia,M,29.0,165.0,60.0,VEN,2016 Summer,Fencing,"Fencing Men's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Viktor Nikolayevich Lebedev,M,28.0,164.0,57.0,RUS,2016 Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",2016,Summer,Rio de Janeiro,No Medal
Emmanuel Lebesson,M,28.0,180.0,75.0,FRA,2016 Summer,Table Tennis,Table Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Orane Maria Lechenault,F,15.0,144.0,37.0,FRA,2016 Summer,Gymnastics,Gymnastics Women's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Eva Lechner,F,31.0,165.0,50.0,ITA,2016 Summer,Cycling,"Cycling Women's Mountainbike, Cross-Country",2016,Summer,Rio de Janeiro,No Medal
Barbara Lechner-Engleder,F,33.0,162.0,72.0,GER,2016 Summer,Shooting,"Shooting Women's Air Rifle, 10 metres",2016,Summer,Rio de Janeiro,No Medal
Kenia Vanessa Lechuga Alanis,F,22.0,162.0,59.0,MEX,2016 Summer,Rowing,Rowing Women's Single Sculls,2016,Summer,Rio de Janeiro,No Medal
Fanny Lecluyse,F,24.0,177.0,64.0,BEL,2016 Summer,Swimming,Swimming Women's 100 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Camille Lecointre,F,31.0,159.0,56.0,FRA,2016 Summer,Sailing,Sailing Women's Two Person Dinghy,2016,Summer,Rio de Janeiro,Bronze
"Kathleen Genevieve ""Katie"" Ledecky",F,19.0,183.0,73.0,USA,2016 Summer,Swimming,Swimming Women's 200 metres Freestyle,2016,Summer,Rio de Janeiro,Gold
Lee Chan-Dong,M,23.0,183.0,83.0,KOR,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Lee Chang-Min,M,22.0,178.0,74.0,KOR,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Lee Chih-Kai,M,20.0,170.0,65.0,TPE,2016 Summer,Gymnastics,Gymnastics Men's Pommelled Horse,2016,Summer,Rio de Janeiro,No Medal
Lee Chong Wei,M,33.0,170.0,68.0,MAS,2016 Summer,Badminton,Badminton Men's Singles,2016,Summer,Rio de Janeiro,Silver
Lee Da-Seul,F,19.0,159.0,47.0,KOR,2016 Summer,Athletics,Athletics Women's 20 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Lee Dae-Hun,M,24.0,183.0,70.0,KOR,2016 Summer,Taekwondo,Taekwondo Men's Featherweight,2016,Summer,Rio de Janeiro,Bronze
Lee Dae-Myeong,M,27.0,182.0,78.0,KOR,2016 Summer,Shooting,"Shooting Men's Air Pistol, 10 metres",2016,Summer,Rio de Janeiro,No Medal
"Jin-Myung ""Danny"" Lee",M,26.0,183.0,,NZL,2016 Summer,Golf,Golf Men's Individual,2016,Summer,Rio de Janeiro,No Medal
David Cameron Lee,M,34.0,203.0,105.0,USA,2016 Summer,Volleyball,Volleyball Men's Volleyball,2016,Summer,Rio de Janeiro,Bronze
Lee Dong-Keun,M,25.0,183.0,78.0,KOR,2016 Summer,Badminton,Badminton Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Lee Eun-Bi,F,25.0,163.0,58.0,KOR,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,No Medal
Lee Eun-Ju,F,17.0,148.0,,KOR,2016 Summer,Gymnastics,Gymnastics Women's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Eva Lee,F,29.0,168.0,59.0,USA,2016 Summer,Badminton,Badminton Women's Doubles,2016,Summer,Rio de Janeiro,No Medal
Lee Ho Ching,F,23.0,159.0,54.0,HKG,2016 Summer,Table Tennis,Table Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Lee Hsuan-Yen,M,23.0,173.0,63.0,TPE,2016 Summer,Swimming,Swimming Men's 200 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Lee Hui-Sol,F,26.0,174.0,118.0,KOR,2016 Summer,Weightlifting,Weightlifting Women's Super-Heavyweight,2016,Summer,Rio de Janeiro,No Medal
Lee Hye-Jin,F,24.0,165.0,61.0,KOR,2016 Summer,Cycling,Cycling Women's Keirin,2016,Summer,Rio de Janeiro,No Medal
Lee Hyo-Hee,F,35.0,173.0,57.0,KOR,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Lee Jae-Yeong,F,19.0,178.0,66.0,KOR,2016 Summer,Volleyball,Volleyball Women's Volleyball,2016,Summer,Rio de Janeiro,No Medal
Lee Jeong-Eun,F,21.0,153.0,40.0,KOR,2016 Summer,Athletics,Athletics Women's 20 kilometres Walk,2016,Summer,Rio de Janeiro,No Medal
Lee Jung-Baik,M,29.0,161.0,65.0,KOR,2016 Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",2016,Summer,Rio de Janeiro,No Medal
Lee Ka Man,F,29.0,168.0,59.0,HKG,2016 Summer,Rowing,Rowing Women's Lightweight Double Sculls,2016,Summer,Rio de Janeiro,No Medal
Lee Kye-Rim,F,25.0,158.0,50.0,KOR,2016 Summer,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2016,Summer,Rio de Janeiro,No Medal
"Elizabeth ""Lizzie"" Lee",F,36.0,165.0,51.0,IRL,2016 Summer,Athletics,Athletics Women's Marathon,2016,Summer,Rio de Janeiro,No Medal
Minjee Lee,F,20.0,165.0,60.0,AUS,2016 Summer,Golf,Golf Women's Individual,2016,Summer,Rio de Janeiro,No Medal
"Chun Hei ""Reginald"" Lee",M,22.0,170.0,72.0,HKG,2016 Summer,Badminton,Badminton Mixed Doubles,2016,Summer,Rio de Janeiro,No Medal
Lee Sang-Su,M,25.0,180.0,69.0,KOR,2016 Summer,Table Tennis,Table Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Lee Sang-Wook,M,30.0,170.0,59.0,KOR,2016 Summer,Gymnastics,Gymnastics Men's Team All-Around,2016,Summer,Rio de Janeiro,No Medal
Lee Seul-Chan,M,22.0,172.0,65.0,KOR,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Lee Seung-Su,M,26.0,178.0,81.0,KOR,2016 Summer,Judo,Judo Men's Half-Middleweight,2016,Summer,Rio de Janeiro,No Medal
Lee Seung-Yun,M,21.0,174.0,80.0,KOR,2016 Summer,Archery,Archery Men's Individual,2016,Summer,Rio de Janeiro,No Medal
Lee Sheng-Mu,M,29.0,179.0,71.0,TPE,2016 Summer,Badminton,Badminton Men's Doubles,2016,Summer,Rio de Janeiro,No Medal
Lee So-Hee,F,22.0,171.0,67.0,KOR,2016 Summer,Badminton,Badminton Women's Doubles,2016,Summer,Rio de Janeiro,No Medal
Lee Tae-Hun,M,30.0,180.0,74.0,KOR,2016 Summer,Sailing,Sailing Men's Windsurfer,2016,Summer,Rio de Janeiro,No Medal
Lee Wai Sze,F,29.0,165.0,62.0,HKG,2016 Summer,Cycling,Cycling Women's Sprint,2016,Summer,Rio de Janeiro,No Medal
Lee Yong-Dae,M,27.0,180.0,74.0,KOR,2016 Summer,Badminton,Badminton Men's Doubles,2016,Summer,Rio de Janeiro,No Medal
Lee Young-Sil,F,29.0,167.0,59.0,KOR,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,No Medal
Lee Yuen Yin,F,27.0,161.0,58.0,HKG,2016 Summer,Rowing,Rowing Women's Lightweight Double Sculls,2016,Summer,Rio de Janeiro,No Medal
Zoe Samantha Lee,F,30.0,176.0,70.0,GBR,2016 Summer,Rowing,Rowing Women's Coxed Eights,2016,Summer,Rio de Janeiro,Silver
Hlne Lefebvre,F,25.0,170.0,69.0,FRA,2016 Summer,Rowing,Rowing Women's Double Sculls,2016,Summer,Rio de Janeiro,No Medal
Yannick Lefbvre,M,27.0,181.0,79.0,BEL,2016 Summer,Sailing,Sailing Men's Skiff,2016,Summer,Rio de Janeiro,No Medal
Jasper Lefevere,M,28.0,171.0,66.0,BEL,2016 Summer,Judo,Judo Men's Half-Lightweight,2016,Summer,Rio de Janeiro,No Medal
Enzo-Boris Lefort,M,24.0,190.0,80.0,FRA,2016 Summer,Fencing,"Fencing Men's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Marie Christianne Legentil,F,24.0,153.0,52.0,MRI,2016 Summer,Judo,Judo Women's Half-Lightweight,2016,Summer,Rio de Janeiro,No Medal
Ana Roxana Lehaci,F,25.0,169.0,62.0,AUT,2016 Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",2016,Summer,Rio de Janeiro,No Medal
Ionela Livia Lehaci,F,21.0,178.0,57.0,ROU,2016 Summer,Rowing,Rowing Women's Lightweight Double Sculls,2016,Summer,Rio de Janeiro,No Medal
Mosito Lehata,M,27.0,177.0,69.0,LES,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Nataliya Serhivna Lehonkova,F,33.0,161.0,48.0,UKR,2016 Summer,Athletics,Athletics Women's Marathon,2016,Summer,Rio de Janeiro,No Medal
Lei Sheng,M,32.0,193.0,77.0,CHN,2016 Summer,Fencing,"Fencing Men's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Romrio Martins Leito,M,19.0,175.0,56.0,STP,2016 Summer,Athletics,"Athletics Men's 5,000 metres",2016,Summer,Rio de Janeiro,No Medal
Hermenegildo Leite,M,16.0,171.0,63.0,ANG,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Mario Leitner,M,19.0,177.0,75.0,AUT,2016 Summer,Canoeing,"Canoeing Men's Kayak Singles, Slalom",2016,Summer,Rio de Janeiro,No Medal
Paula Leitn Arrones,F,16.0,187.0,98.0,ESP,2016 Summer,Water Polo,Water Polo Women's Water Polo,2016,Summer,Rio de Janeiro,No Medal
Olha Oleksandrivna Leleiko,F,39.0,178.0,68.0,UKR,2016 Summer,Fencing,"Fencing Women's Foil, Individual",2016,Summer,Rio de Janeiro,No Medal
Manuel Lelo,M,28.0,172.0,70.0,ANG,2016 Summer,Sailing,Sailing Men's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Christophe Alexandre Christian Lematre,M,26.0,190.0,74.0,FRA,2016 Summer,Athletics,Athletics Men's 100 metres,2016,Summer,Rio de Janeiro,No Medal
Charlotte Lembach,F,28.0,164.0,57.0,FRA,2016 Summer,Fencing,"Fencing Women's Sabre, Individual",2016,Summer,Rio de Janeiro,No Medal
Lomano Lava Lemeki,M,27.0,177.0,92.0,JPN,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,Summer,Rio de Janeiro,No Medal
Liubomyr Arturovych Lemeshko,M,24.0,186.0,86.0,UKR,2016 Summer,Swimming,Swimming Men's 100 metres Butterfly,2016,Summer,Rio de Janeiro,No Medal
Finn Lemke,M,24.0,210.0,115.0,GER,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,Bronze
Mathieu Lemoine,M,32.0,176.0,70.0,FRA,2016 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",2016,Summer,Rio de Janeiro,No Medal
Carlos Andrs Lemos Romaa,M,28.0,183.0,76.0,COL,2016 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,2016,Summer,Rio de Janeiro,No Medal
Sandra Milena Lemos-Rivas,F,27.0,170.0,100.0,COL,2016 Summer,Athletics,Athletics Women's Shot Put,2016,Summer,Rio de Janeiro,No Medal
Lus Enrique Lemus Dvila,M,24.0,173.0,61.0,MEX,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Deon Christopher Lendore,M,23.0,179.0,75.0,TTO,2016 Summer,Athletics,Athletics Men's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Renzo Len Garca,M,25.0,186.0,71.0,PER,2016 Summer,Rowing,Rowing Men's Single Sculls,2016,Summer,Rio de Janeiro,No Medal
Luca Leonardi,M,25.0,186.0,78.0,ITA,2016 Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,Summer,Rio de Janeiro,No Medal
Yuliya Sergeyevna Leontyuk,F,32.0,180.0,80.0,BLR,2016 Summer,Athletics,Athletics Women's Shot Put,2016,Summer,Rio de Janeiro,No Medal
Tlotliso Gift Leotlela,M,18.0,178.0,74.0,RSA,2016 Summer,Athletics,Athletics Men's 200 metres,2016,Summer,Rio de Janeiro,No Medal
Marion Lepert,F,20.0,178.0,61.0,USA,2016 Summer,Sailing,Sailing Women's Windsurfer,2016,Summer,Rio de Janeiro,No Medal
Lotta Lepist,F,27.0,164.0,58.0,FIN,2016 Summer,Cycling,"Cycling Women's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Pnlope Leprvost,F,36.0,175.0,55.0,FRA,2016 Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,No Medal
Jefferson Andrs Lerma Sols,M,21.0,179.0,70.0,COL,2016 Summer,Football,Football Men's Football,2016,Summer,Rio de Janeiro,No Medal
Randy Jos Ler Bell,M,20.0,173.0,72.0,CUB,2016 Summer,Gymnastics,Gymnastics Men's Individual All-Around,2016,Summer,Rio de Janeiro,No Medal
Fantine Lesaffre,F,21.0,180.0,57.0,FRA,2016 Summer,Swimming,Swimming Women's 200 metres Individual Medley,2016,Summer,Rio de Janeiro,No Medal
Yoandys Alberto Lescay Prado,M,22.0,181.0,77.0,CUB,2016 Summer,Athletics,Athletics Men's 400 metres,2016,Summer,Rio de Janeiro,No Medal
Urban Lesjak,M,25.0,187.0,103.0,SLO,2016 Summer,Handball,Handball Men's Handball,2016,Summer,Rio de Janeiro,No Medal
Aleksandr Leonidovich Lesun,M,28.0,185.0,74.0,RUS,2016 Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,2016,Summer,Rio de Janeiro,Gold
Joanna Leszczyska,F,27.0,183.0,75.0,POL,2016 Summer,Rowing,Rowing Women's Quadruple Sculls,2016,Summer,Rio de Janeiro,Bronze
Evita Elisabeth Leter,F,21.0,,,SUR,2016 Summer,Swimming,Swimming Women's 100 metres Breaststroke,2016,Summer,Rio de Janeiro,No Medal
Vladimir Letnicov,M,34.0,178.0,70.0,MDA,2016 Summer,Athletics,Athletics Men's Triple Jump,2016,Summer,Rio de Janeiro,No Medal
Leung Chun Wing,M,22.0,176.0,73.0,HKG,2016 Summer,Cycling,Cycling Men's Omnium,2016,Summer,Rio de Janeiro,No Medal
Melanie Leupolz,F,22.0,173.0,52.0,GER,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,Gold
Laurien Leurink,F,21.0,173.0,67.0,NED,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,Silver
Chlo Leurquin,F,25.0,169.0,57.0,BEL,2016 Summer,Golf,Golf Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Yelena Stepanovna Levchenko,F,33.0,195.0,86.0,BLR,2016 Summer,Basketball,Basketball Women's Basketball,2016,Summer,Rio de Janeiro,No Medal
Yuliya Andrivna Levchenko,F,18.0,179.0,59.0,UKR,2016 Summer,Athletics,Athletics Women's High Jump,2016,Summer,Rio de Janeiro,No Medal
Brice Leverdez,M,30.0,180.0,75.0,FRA,2016 Summer,Badminton,Badminton Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Ekaterina Levina,F,19.0,168.0,52.0,ISR,2016 Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,2016,Summer,Rio de Janeiro,No Medal
Olga Sergeyevna Levina-Akopyan,F,31.0,176.0,63.0,RUS,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,Gold
Eyal Levine,M,29.0,170.0,60.0,ISR,2016 Summer,Sailing,Sailing Men's Two Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Nigel Levine,M,27.0,176.0,72.0,GBR,2016 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,2016,Summer,Rio de Janeiro,No Medal
Vasily Alekseyevich Levit,M,28.0,185.0,91.0,KAZ,2016 Summer,Boxing,Boxing Men's Heavyweight,2016,Summer,Rio de Janeiro,Silver
Daina Levy,F,23.0,165.0,98.0,JAM,2016 Summer,Athletics,Athletics Women's Hammer Throw,2016,Summer,Rio de Janeiro,No Medal
Maximilian Levy,M,29.0,182.0,87.0,GER,2016 Summer,Cycling,"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,No Medal
Iwona Lewandowska,F,31.0,161.0,43.0,POL,2016 Summer,Athletics,Athletics Women's Marathon,2016,Summer,Rio de Janeiro,No Medal
Marcin Lewandowski,M,29.0,179.0,64.0,POL,2016 Summer,Athletics,Athletics Men's 800 metres,2016,Summer,Rio de Janeiro,No Medal
Iain Lewers,M,32.0,183.0,79.0,GBR,2016 Summer,Hockey,Hockey Men's Hockey,2016,Summer,Rio de Janeiro,No Medal
Andrew Lewis,M,26.0,177.0,84.0,TTO,2016 Summer,Sailing,Sailing Men's One Person Dinghy,2016,Summer,Rio de Janeiro,No Medal
Daniel Jason Lewis,M,22.0,178.0,75.0,AUS,2016 Summer,Boxing,Boxing Men's Middleweight,2016,Summer,Rio de Janeiro,No Medal
Dwight Alexis Lewis Padron,M,28.0,198.0,98.0,VEN,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
Stacy Lewis (-Chadwell),F,31.0,165.0,60.0,USA,2016 Summer,Golf,Golf Women's Individual,2016,Summer,Rio de Janeiro,No Medal
Yvette Lewis,F,31.0,175.0,75.0,PAN,2016 Summer,Athletics,Athletics Women's 100 metres Hurdles,2016,Summer,Rio de Janeiro,No Medal
Amandine Suzanne Monique Leynaud,F,30.0,178.0,64.0,FRA,2016 Summer,Handball,Handball Women's Handball,2016,Summer,Rio de Janeiro,Silver
Alfonso Antonio Leyva Ypez,M,23.0,181.0,85.0,MEX,2016 Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",2016,Summer,Rio de Janeiro,No Medal
Danell Johan Leyva Gonzalez,M,24.0,170.0,68.0,USA,2016 Summer,Gymnastics,Gymnastics Men's Team All-Around,2016,Summer,Rio de Janeiro,No Medal
Amandine Lhote,F,29.0,168.0,64.0,FRA,2016 Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",2016,Summer,Rio de Janeiro,No Medal
Ahmet Li,M,25.0,173.0,67.0,TUR,2016 Summer,Table Tennis,Table Tennis Men's Singles,2016,Summer,Rio de Janeiro,No Medal
Li Dan,F,27.0,155.0,47.0,CHN,2016 Summer,Trampolining,Trampolining Women's Individual,2016,Summer,Rio de Janeiro,Bronze
Li Dongna,F,27.0,170.0,58.0,CHN,2016 Summer,Football,Football Women's Football,2016,Summer,Rio de Janeiro,No Medal
Li Dongxiao,F,28.0,175.0,60.0,CHN,2016 Summer,Hockey,Hockey Women's Hockey,2016,Summer,Rio de Janeiro,No Medal
Fen Li,F,39.0,164.0,60.0,SWE,2016 Summer,Table Tennis,Table Tennis Women's Singles,2016,Summer,Rio de Janeiro,No Medal
Li Gen,M,27.0,196.0,110.0,CHN,2016 Summer,Basketball,Basketball Men's Basketball,2016,Summer,Rio de Janeiro,No Medal
